source_database,direction,direction_zh,query,records_fetched,status_code,error,retrieved_at
Semantic Scholar,B,离心/超重力成型混凝土,"""centrifuged concrete""",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22centrifuged+concrete%22&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:00:12.198196+00:00
Semantic Scholar,B,离心/超重力成型混凝土,"""spun concrete"" pipe pile",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22spun+concrete%22+pipe+pile&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:00:19.112392+00:00
Semantic Scholar,B,离心/超重力成型混凝土,"""centrifugal casting"" concrete",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22centrifugal+casting%22+concrete&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:00:27.641686+00:00
Semantic Scholar,B,离心/超重力成型混凝土,"""centrifugal compaction"" cementitious",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22centrifugal+compaction%22+cementitious&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:00:35.740307+00:00
Semantic Scholar,B,离心/超重力成型混凝土,"""centrifugal concrete"" durability",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22centrifugal+concrete%22+durability&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:00:44.130835+00:00
Semantic Scholar,B,离心/超重力成型混凝土,"""concrete pipe pile"" centrifuged",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22concrete+pipe+pile%22+centrifuged&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:00:51.462626+00:00
Semantic Scholar,B,离心/超重力成型混凝土,"""prestressed concrete pipe pile"" ""spun concrete""",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22prestressed+concrete+pipe+pile%22+%22spun+concrete%22&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:00:59.207913+00:00
Semantic Scholar,B,离心/超重力成型混凝土,"""centrifugal forming"" concrete",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22centrifugal+forming%22+concrete&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:01:08.353688+00:00
Semantic Scholar,B,离心/超重力成型混凝土,"""centrifugally cast"" concrete pile",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22centrifugally+cast%22+concrete+pile&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:01:15.834282+00:00
Semantic Scholar,B,离心/超重力成型混凝土,"""PHC pile"" ""centrifugal"" concrete",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22PHC+pile%22+%22centrifugal%22+concrete&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:01:25.526980+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""cement hydration"" gravity",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22cement+hydration%22+gravity&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:01:35.858157+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""microgravity"" ""cement paste""",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22microgravity%22+%22cement+paste%22&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:01:44.579690+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""gravity effect"" ""cement hydration""",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22gravity+effect%22+%22cement+hydration%22&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:01:51.286465+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""hypergravity"" cement",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22hypergravity%22+cement&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:01:59.568725+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""variable gravity"" cementitious materials",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22variable+gravity%22+cementitious+materials&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:02:06.299974+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""cement paste"" ""microgravity"" hydration",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22cement+paste%22+%22microgravity%22+hydration&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:02:15.239857+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""cementitious materials"" ""microgravity""",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22cementitious+materials%22+%22microgravity%22&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:02:22.411669+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""cement hydration"" ""microgravity""",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22cement+hydration%22+%22microgravity%22&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:02:29.305989+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""cement paste"" ""gravity effect""",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22cement+paste%22+%22gravity+effect%22&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:02:38.628217+00:00
Semantic Scholar,C,重力场对水泥水化影响,"""hydration kinetics"" cement gravity",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22hydration+kinetics%22+cement+gravity&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:02:46.664372+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""accelerated carbonation curing"" concrete",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22accelerated+carbonation+curing%22+concrete&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:02:55.333747+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""CO2 curing"" cementitious materials",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22CO2+curing%22+cementitious+materials&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:03:02.507479+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""carbonation curing"" cement mortar",50,200,unclear,2026-05-21T16:03:09.869286+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",50,200,unclear,2026-05-21T16:03:15.181778+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""CO2 sequestration"" concrete curing",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22CO2+sequestration%22+concrete+curing&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:03:22.675955+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""carbonation curing"" concrete strength",50,200,unclear,2026-05-21T16:03:26.668789+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""carbon dioxide curing"" concrete",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22carbon+dioxide+curing%22+concrete&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:03:34.114903+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""CO2 curing"" concrete strength",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22CO2+curing%22+concrete+strength&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:03:41.925525+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""accelerated carbonation"" cement paste curing",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22accelerated+carbonation%22+cement+paste+curing&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:03:48.688846+00:00
Semantic Scholar,D,CO2养护与碳化混凝土,"""carbonation curing"" recycled aggregate concrete",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22carbonation+curing%22+recycled+aggregate+concrete&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:03:55.780862+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""carbonated steel slag"" ""supplementary cementitious material""",50,200,unclear,2026-05-21T16:03:59.507016+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""carbonated waste concrete powder"" cement",50,200,unclear,2026-05-21T16:04:06.632660+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""carbonated recycled concrete fines""",50,200,unclear,2026-05-21T16:04:10.379237+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""carbide slag carbonation"" cement",50,200,unclear,2026-05-21T16:04:19.392663+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""mineral carbonation"" ""cement replacement""",50,200,unclear,2026-05-21T16:04:27.178602+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""carbonated slag"" cementitious material",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22carbonated+slag%22+cementitious+material&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:04:35.061225+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""carbonated recycled concrete powder""",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22carbonated+recycled+concrete+powder%22&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:04:42.549759+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""carbonated steel slag"" cement",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22carbonated+steel+slag%22+cement&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:04:49.402553+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""carbonated waste powder"" cementitious",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22carbonated+waste+powder%22+cementitious&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:04:56.333371+00:00
Semantic Scholar,E,碳化固废辅助胶凝材料,"""carbonated construction waste"" cement",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22carbonated+construction+waste%22+cement&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:05:03.518498+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22rotating+packed+bed%22+%22CO2%22+%22calcium+carbonate%22&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:05:10.491835+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""high gravity technology"" carbonation",50,200,unclear,2026-05-21T16:05:17.779781+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""rotating packed bed"" reactive crystallization",50,200,unclear,2026-05-21T16:05:22.368000+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""high gravity"" gas liquid solid reaction",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22high+gravity%22+gas+liquid+solid+reaction&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:05:30.578516+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""process intensification"" ""mineral carbonation""",50,200,unclear,2026-05-21T16:05:35.845638+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""rotating packed bed"" ""carbon dioxide"" mineralization",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22rotating+packed+bed%22+%22carbon+dioxide%22+mineralization&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:05:43.352459+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2 absorption"" carbonation",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22rotating+packed+bed%22+%22CO2+absorption%22+carbonation&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:05:51.759945+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""high gravity"" ""mass transfer"" ""CO2""",50,200,unclear,2026-05-21T16:05:55.736800+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""rotating packed bed"" precipitation calcium carbonate",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22rotating+packed+bed%22+precipitation+calcium+carbonate&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:06:04.073960+00:00
Semantic Scholar,F,旋转填充床与传质强化,"""process intensified"" carbonation reactor",0,429,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22process+intensified%22+carbonation+reactor&limit=50&fields=paperId%2Ctitle%2Cyear%2Cauthors%2Cvenue%2CexternalIds%2Curl%2Cabstract%2CcitationCount%2CopenAccessPdf,2026-05-21T16:06:10.959134+00:00
