direction,direction_zh,query,title,year,authors,venue,doi,url,abstract,citation_count,source_database,open_access_pdf,raw_id,duplicate_count,duplicate_sources,duplicate_queries,direction_labels,direction_names,matched_query,cited_by_count,source
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate",Immediate one-step lime precipitation and atmospheric carbonation as pre-treatment for low biodegradable and high nitrogen wastewaters: A case study of explosives industry,2020,Luís Madeira; Adelaide Almeida; Margarida Ribau Teixeira; Ana R. Prazeres; Humberto Chaves; Fátima Carvalho,Journal of environmental chemical engineering,10.1016/j.jece.2020.103808,https://doi.org/10.1016/j.jece.2020.103808,unclear,36,OpenAlex,https://www.sciencedirect.com/science/article/pii/S2213343720301561,https://openalex.org/W3006744152,2,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate",36,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate",Remediation of heavy metal polluted waters using activated carbon from lignocellulosic biomass: An update of recent trends,2022,Anh Tuan Hoang; Sunil Kumar; Éric Lichtfouse; Chin Kui Cheng; Rajender S. Varma; N. Senthilkumar; Phuoc Quy Phong Nguyen; Xuân Phương Nguyễn,Chemosphere,10.1016/j.chemosphere.2022.134825,https://doi.org/10.1016/j.chemosphere.2022.134825,"activation is still generally preferred for its ease of operation, lower cost, and shorter preparation time. Several mechanisms related to heavy metal adsorption on biomass wastes-AC were also discussed in detail, such as (i)physical adsorption/deposition of metals, (ii) -ion-exchange between protonated oxygen-containing functional groups (-OH, -COOH) and divalent metal cations (M 2+ ), (iii) -electrostatic interaction between oppositelycharged ions, (iv) -surface complexation between functional groups (-OH, O 2-, -CO-NH-, and -COOH) and heavy metal ions/complexes, and (v) -precipitation/co-precipitation technique. Additionally, key parameters affecting the adsorption performance were scrutinized. In general, this review offers a comprehensive insight into the production of AC from lignocellulosic biomass and its application in treating heavy metals-polluted water, showing that biomass-originated AC could bring great benefits to the environment, economy, and sustainability.",147,OpenAlex,https://www.sciencedirect.com/science/article/am/pii/S0045653522013182?via%3Dihub,https://openalex.org/W4229021099,2,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate",147,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" ""carbon dioxide"" mineralization|""rotating packed bed"" precipitation calcium carbonate",Ammonia recovery from brines originating from a municipal wastewater ion exchange process and valorization of recovered nitrogen into microbial protein,2021,Samuela Guida; L. Van Peteghem; B. Luqmani; Myrsini Sakarika; Andrew McLeod; E.J. McAdam; Bruce Jefferson; Korneel Rabaey; Ana Soares,Chemical Engineering Journal,10.1016/j.cej.2021.130896,https://doi.org/10.1016/j.cej.2021.130896,unclear,45,OpenAlex,https://www.sciencedirect.com/science/article/pii/S1385894721024803,https://openalex.org/W3176353827,3,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" ""carbon dioxide"" mineralization|""rotating packed bed"" precipitation calcium carbonate",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" ""carbon dioxide"" mineralization|""rotating packed bed"" precipitation calcium carbonate",45,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",Design of CO2 Capture and Mineralization Systems: Integrated Process Optimization and Controllability Assessment in Parallel Infrastructures,2023,Thomas Prousalis; George Gkizas; Αθανάσιος Ι. Παπαδόπουλος; Panos Seferlis,Computer-aided chemical engineering/Computer aided chemical engineering,10.1016/b978-0-443-15274-0.50448-0,https://doi.org/10.1016/b978-0-443-15274-0.50448-0,unclear,0,OpenAlex,unclear,https://openalex.org/W4384789325,1,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",0,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" ""carbon dioxide"" mineralization|""rotating packed bed"" precipitation calcium carbonate|""rotating packed bed"" reactive crystallization","Opportunities for process intensification technologies in nuclear effluent treatment: A review of precipitators, adsorbers and separators",2023,Ghinwa Yaghy; Alastair S. Tonge; Hanane Abouhakim; Rosanna Ŵ. Peeling; Mark Talford; Luke O’Brien; A. Paksy; P. Nevitt; Frans L. Muller; Bruce C. Hanson; Timothy N. Hunter,Chemical Engineering and Processing - Process Intensification,10.1016/j.cep.2023.109441,https://doi.org/10.1016/j.cep.2023.109441,"This paper reviews the technologies and opportunities for process intensification (PI) in nuclear effluent treatment. PI is an area that has already created many innovations within the chemicals industry, and offers a growing field of research and development potential for nuclear operations. Technologies are considered here to be those ultimately resulting in step-change improvements to a number of operational aspects; such as smaller unit footprints, enhanced heat and mass transfer, reduction in secondary wastes, improved process safety and synergy, or direct integration with other downstream processes. Herein, we conduct a rigorous evaluation and scoping assessment of unit designs for the treatment of nuclear liquid effluents and solid-liquid waste management. Specific focus is given to precipitation, adsorption and separation operations, where over 250 articles are detailed, and prospects for technology transfer are discussed. In general, there is a trade-off in PI designs between operational simplicity (which may be more easily adopted in nuclear treatments) and more mechanically complex strategies that may, however, attain suitable scale-up requirements. Analysed options vary from those that would be radically different for industry, to those where applications are increasingly common in other process areas, with the advantages and limitations of all being discussed.",20,OpenAlex,https://ars.els-cdn.com/content/image/1-s2.0-S0255270123001782-ga1_lrg.jpg,https://openalex.org/W4379740160,4,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" ""carbon dioxide"" mineralization|""rotating packed bed"" precipitation calcium carbonate|""rotating packed bed"" reactive crystallization",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" ""carbon dioxide"" mineralization|""rotating packed bed"" precipitation calcium carbonate|""rotating packed bed"" reactive crystallization",20,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""","A critical review of technologies, costs, and projects for production of carbon-neutral liquid e-fuels from hydrogen and captured CO<sub>2</sub>",2022,Harpreet Singh; Chengxi Li; Cheng Peng; Xunjie Wang; Qing Liu,Energy Advances,10.1039/d2ya00173j,https://doi.org/10.1039/d2ya00173j,"Hydrogen (H 2 ) production along with CCUS (carbon capture, utilization, and storage) are two key areas for transition to net-zero emission. Carbon-neutral liquid e-fuels produced from H 2 and captured CO 2 are practical alternatives to fossil fuels.",120,OpenAlex,https://pubs.rsc.org/en/content/articlepdf/2022/ya/d2ya00173j,https://openalex.org/W4294250669,1,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",120,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate|""rotating packed bed"" reactive crystallization",Synthesis of CaCO3 Nanoparticles by Carbonation of Lime Solutions in Reverse Micellar Systems,2004,Manoj V. Dagaonkar; Anurag Mehra; Ravi Jain; Hero J. Heeres,Process Safety and Environmental Protection,10.1205/cerd.82.11.1438.52028,https://doi.org/10.1205/cerd.82.11.1438.52028,unclear,22,OpenAlex,https://www.sciencedirect.com/science/article/pii/S0263876204726362,https://openalex.org/W1983835555,3,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate|""rotating packed bed"" reactive crystallization",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate|""rotating packed bed"" reactive crystallization",22,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate","Homoacetogenesis and solventogenesis from H2/CO2 by granular sludge at 25, 37 and 55 °C",2020,Yaxue He; Chiara Cassarini; Flora Marciano; Piet N.L. Lens,Chemosphere,10.1016/j.chemosphere.2020.128649,https://doi.org/10.1016/j.chemosphere.2020.128649,"CO2 fermentation is a promising process to produce biofuels like ethanol. It can be integrated in third generation biofuel production processes to substitute traditional sugar fermentation when supplied with cheap electron donors, e.g. hydrogen derived from wind energy or as surplus gas in electrolysis. In this study, granular sludge from an industrial wastewater treatment plant was tested as inoculum for ethanol production from H2/CO2 via non-phototropic fermentation at submesophilic (25 °C), mesophilic (37 °C) and thermophilic (55 °C) conditions. The highest ethanol concentration (17.11 mM) was obtained at 25 °C and was 5-fold higher than at 37 °C (3.36 mM), which was attributed to the fact that the undissociated acid (non-ionized acetic acid) accumulation rate constant (0.145 h−1) was 1.39 fold higher than at 25 °C (0.104 h−1). Methane was mainly produced at 55 °C, while neither acetic acid nor ethanol were formed. Ethanol production was linked to acetic acid production with the highest ethanol to acetic acid ratio of 0.514 at 25 °C. The carbon recovery was 115.7%, 131.2% and 117.1%, while the electron balance was almost closed (97.1%, 110.1% and 109.1%) at 25 °C, 37 °C and 55 °C, respectively. The addition of bicarbonate inhibited ethanol production both at 25 °C and 37 °C. Clostridium sp. were the prevalent species at both 25 and 37 °C at the end of the incubation, which possibly contributed to the ethanol production.",29,OpenAlex,https://www.sciencedirect.com/science/article/pii/S0045653520328447?via%3Dihub,https://openalex.org/W3094483029,2,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" precipitation calcium carbonate",29,OpenAlex
F,旋转填充床与传质强化,"""high gravity technology"" carbonation|""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" reactive crystallization",Continuous Carbonation for Synthesis of Pseudo-Boehmite by Using Cross-Flow Rotating Packed Bed through the Reaction of NaAlO2 Solution with CO2 Gas,2020,Xiaojing Ren; Youzhi Liu; Longxin Miao,Nanomaterials,10.3390/nano10020263,https://doi.org/10.3390/nano10020263,"This research established a novel method for the preparation of pseudo-boehmite (PB) via a continuous carbonation of CO2 gas and a NaAlO2 solution in a cross-flow rotating packed bed (CF-RPB). In the CF-RPB, the NaAlO2 solution can be sheared into fine liquid filaments and droplets, and react in full contact with the CO2 gas. Effects of synthesis parameters, including the concentration of the NaAlO2 solution, the gas–liquid ratio, the rotating speed of the CF-RPB, and the final pH of the solution on the crystal structure of PB, were fully investigated. A series of characterizations, including X-ray diffraction (XRD), scanning electron microscopy (SEM), transmission electron microscopy (TEM) and Brunauer–Emmett–Teller (BET) analysis, were carried out to explain the evaluation results and to find the relationship between PB properties and the synthetic conditions. The results showed that PB with a high specific surface area (495 m2/g) and large pore volume (2.125 cc/g) can be obtained when the concentration of the NaAlO2 solution was 0.1 mol/L, the gas–liquid ratio was 3:1, the rotating speed of RPB was 600 rpm, and the final pH was around 10.5. PB obtained by this method had a higher quality compared with that using a stirred tank reactor. Moreover, the continuous carbonation can be efficiently batch-produced, which provided a new idea for an industrial application.",13,OpenAlex,https://www.mdpi.com/2079-4991/10/2/263/pdf?version=1582878149,https://openalex.org/W3004512982,3,OpenAlex,"""high gravity technology"" carbonation|""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" reactive crystallization",F,旋转填充床与传质强化,"""high gravity technology"" carbonation|""rotating packed bed"" ""CO2"" ""calcium carbonate""|""rotating packed bed"" reactive crystallization",13,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",Development and energy evaluation of phase change material composite for building energy‐saving,2019,Ru Ji; Zehui Zou; Lei Liu; Shen Wei; Shilin Qu,International Journal of Energy Research,10.1002/er.4867,https://doi.org/10.1002/er.4867,"Phase change materials (PCMs) contributed to building energy-saving and thermal comfort through increasing the thermal capacity of building envelopes. In this study, a phase change material composite was developed by using the PCMs mixture of capric acid (CA) and lauric acid (LA) as the primary phase change energy storage agent and using the solid waste fly ash as a carrier material. The results showed that for Guangdong, the ideal PCMs mixture should have a transition temperature of 25.5oC, which could be obtained by using a mass ratio of CA/LA of 4:6. Then, experiment results also indicate that the optimum adsorption ratio of 2:1 (FA/PCMs) was detected for the synthesis of this FA/PCMs composite, which has the latent heat of 45.38 J/g and exists excellent thermal reliability. Moreover, simulation results by using EnergyPlus show that the proposed composite has a good building energy-saving effect.",22,OpenAlex,https://discovery.ucl.ac.uk/10084233/3/Wei%20Development%20and%20energy%20evaluation%20of%20phase%20change%20material%20composite%20for%20building%20energy-saving%20.pdf,https://openalex.org/W2972078282,1,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",22,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2 absorption"" carbonation|""rotating packed bed"" ""CO2"" ""calcium carbonate""",Innovative Gas-Liquid Membrane Contactor Systems for Carbon Capture and Mineralization in Energy Intensive Industries,2021,Akrivi Asimakopoulou; Dimitrios Koutsonikolas; Georgia Kastrinaki; G. Skevis,Membranes,10.3390/membranes11040271,https://doi.org/10.3390/membranes11040271,"CO2 mineralization is an alternative to conventional geological storage and results in permanent carbon storage as a solid, with no need for long-term monitoring and no requirements for significant energy input. Novel technologies for carbon dioxide capture and mineralization involve the use of gas-liquid membrane contactors for post-combustion capture. The scope of the present study is to investigate the application of hollow fiber membrane contactor technology for combined CO2 capture from energy-intensive industry flue gases and CO2 mineralization, in a single-step multiphase process. The process is also a key enabler of the circular economy for the cement industry, a major contributor in global industrial CO2 emissions, as CaCO3 particles, obtained through the mineralization process, can be directed back into the cement production as fillers for partially substituting cement in high-performance concrete. High CO2 capture efficiency is achieved, as well as CaCO3 particles of controlled size and crystallinity are synthesized, in every set of operating parameters employed. The intensified gas-liquid membrane process is assessed by calculating an overall process mass transfer coefficient accounting for all relevant mass transfer resistances and the enhanced mass transfer due to reactive conditions on the shell side. The obtained nanocomposite particles have been extensively characterized by DLS, XRD, TGA, SEM, TEM, and FTIR studies, revealing structured aggregates (1–2 μm average aggregate size) consisting of cubic calcite when the contactor mode is employed.",11,OpenAlex,https://www.mdpi.com/2077-0375/11/4/271/pdf?version=1617941582,https://openalex.org/W3141638781,2,OpenAlex,"""rotating packed bed"" ""CO2 absorption"" carbonation|""rotating packed bed"" ""CO2"" ""calcium carbonate""",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2 absorption"" carbonation|""rotating packed bed"" ""CO2"" ""calcium carbonate""",11,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",Modeling based on machine learning to investigate flue gas desulfurization performance by calcium silicate absorbent in a sand bed reactor,2024,Kamyar Naderi; Mohammad Sadegh Kalami Yazdi; Hanieh Jafarabadi; Fatemeh Bahmanzadegan; Ahad Ghaemi; M. R. Mosavi,Scientific Reports,10.1038/s41598-024-51586-7,https://doi.org/10.1038/s41598-024-51586-7,"Abstract Flue gas desulfurization (FGD) is a critical process for reducing sulfur dioxide (SO 2 ) emissions from industrial sources, particularly power plants. This research uses calcium silicate absorbent in combination with machine learning (ML) to predict SO 2 concentration within an FGD process. The collected dataset encompasses four input parameters, specifically relative humidity, absorbent weight, temperature, and time, and incorporates one output parameter, which pertains to the concentration of SO 2 . Six ML models were developed to estimate the output parameters. Statistical metrics such as the coefficient of determination (R 2 ) and mean squared error (MSE) were employed to identify the most suitable model and assess its fitting effectiveness. The random forest (RF) model emerged as the top-performing model, boasting an R 2 of 0.9902 and an MSE of 0.0008. The model's predictions aligned closely with experimental results, confirming its high accuracy. The most suitable hyperparameter values for RF model were found to be 74 for n_estimators, 41 for max_depth, false for bootstrap, sqrt for max_features, 1 for min_samples_leaf, absolute_error for criterion, and 3 for min_samples_split. Three-dimensional surface plots were generated to explore the impact of input variables on SO 2 concentration. Global sensitivity analysis (GSA) revealed absorbent weight and time significantly influence SO 2 concentration. The integration of ML into FGD modeling offers a novel approach to optimizing the efficiency and effectiveness of this environmentally crucial process.",24,OpenAlex,https://www.nature.com/articles/s41598-024-51586-7.pdf,https://openalex.org/W4390700780,1,OpenAlex,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",F,旋转填充床与传质强化,"""rotating packed bed"" ""CO2"" ""calcium carbonate""",24,OpenAlex
F,旋转填充床与传质强化,"""high gravity technology"" carbonation",Stabilization-solidification-utilization of MSWI fly ash coupling CO2 mineralization using a high-gravity rotating packed bed,2021,Tse-Lun Chen; Yi‐Hung Chen; Ming-Yen Dai; Pen‐Chi Chiang,Waste Management,10.1016/j.wasman.2020.12.031,https://doi.org/10.1016/j.wasman.2020.12.031,unclear,64,OpenAlex,unclear,https://openalex.org/W3119668877,2,OpenAlex|Semantic Scholar,"""high gravity technology"" carbonation",F,旋转填充床与传质强化,"""high gravity technology"" carbonation",64,OpenAlex
F,旋转填充床与传质强化,"""high gravity technology"" carbonation|""high gravity"" gas liquid solid reaction",Bioethanol Production from Fermentable Sugar Juice,2014,Hossain M. Zabed; Golam Faruq; J.N. Sahu; Mohd Sofian Azirun; Rosli Hashim; Amru Nasrulhaq Boyce,The Scientific World JOURNAL,10.1155/2014/957102,https://doi.org/10.1155/2014/957102,"Bioethanol production from renewable sources to be used in transportation is now an increasing demand worldwide due to continuous depletion of fossil fuels, economic and political crises, and growing concern on environmental safety. Mainly, three types of raw materials, that is, sugar juice, starchy crops, and lignocellulosic materials, are being used for this purpose. This paper will investigate ethanol production from free sugar containing juices obtained from some energy crops such as sugarcane, sugar beet, and sweet sorghum that are the most attractive choice because of their cost-effectiveness and feasibility to use. Three types of fermentation process (batch, fed-batch, and continuous) are employed in ethanol production from these sugar juices. The most common microorganism used in fermentation from its history is the yeast, especially, Saccharomyces cerevisiae, though the bacterial species Zymomonas mobilis is also potentially used nowadays for this purpose. A number of factors related to the fermentation greatly influences the process and their optimization is the key point for efficient ethanol production from these feedstocks.",316,OpenAlex,https://downloads.hindawi.com/journals/tswj/2014/957102.pdf,https://openalex.org/W2023825850,2,OpenAlex,"""high gravity technology"" carbonation|""high gravity"" gas liquid solid reaction",F,旋转填充床与传质强化,"""high gravity technology"" carbonation|""high gravity"" gas liquid solid reaction",316,OpenAlex
F,旋转填充床与传质强化,"""high gravity technology"" carbonation|""high gravity"" ""mass transfer"" ""CO2""|""high gravity"" gas liquid solid reaction|""process intensified"" carbonation reactor|""rotating packed bed"" ""CO2 absorption"" carbonation",A review on process intensification in <scp>HiGee</scp> distillation,2017,German E. Cortes Garcia; J. van der Schaaf; Anton A. Kiss,Journal of Chemical Technology & Biotechnology,10.1002/jctb.5206,https://doi.org/10.1002/jctb.5206,"Abstract This review paper describes the state‐of‐the‐art in the field of HiGee contactors used for gas–liquid mass transfer processes, with a special focus on distillation, and for heterogeneously catalyzed reactions. Several types of rotating beds are discussed, including single‐block rotating packed‐bed, split‐packing rotating bed, rotating zigzag bed, two‐stage counter‐current rotating packed bed, blade packing rotating packed bed, rotating bed with blade packing and baffles, counter‐flow concentric‐ring rotating bed and crossflow concentric‐baffle rotating bed. The working principles of HiGee technology, as well as the modeling, design and control aspects, and practical applications are explained and discussed. In addition, this paper addresses the advantages and disadvantages with respect to mass‐transfer performance, pressure drop, rotor complexity and suitability to perform continuous distillation and to be filled with catalyst packing for heterogeneous reactions. © 2017 Society of Chemical Industry",107,OpenAlex,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jctb.5206,https://openalex.org/W2573114270,5,OpenAlex,"""high gravity technology"" carbonation|""high gravity"" ""mass transfer"" ""CO2""|""high gravity"" gas liquid solid reaction|""process intensified"" carbonation reactor|""rotating packed bed"" ""CO2 absorption"" carbonation",F,旋转填充床与传质强化,"""high gravity technology"" carbonation|""high gravity"" ""mass transfer"" ""CO2""|""high gravity"" gas liquid solid reaction|""process intensified"" carbonation reactor|""rotating packed bed"" ""CO2 absorption"" carbonation",107,OpenAlex
F,旋转填充床与传质强化,"""high gravity technology"" carbonation",Direct air capture: novel contactor designs and intensification strategies,2025,Afroditi Kourou; Siyuan Chen; Thiranya Tillekeratne; Geraldine J Heynderickx; Yi Ouyang; Kevin M Van Geem,Current Opinion in Chemical Engineering,10.1016/j.coche.2025.101199,https://doi.org/10.1016/j.coche.2025.101199,unclear,2,OpenAlex,https://biblio.ugent.be/publication/01KES227JPWWZDSY19BCM84GCE/file/01KES23W3JVVD3JKPPKGW4AP4W.pdf,https://openalex.org/W7106305205,1,OpenAlex,"""high gravity technology"" carbonation",F,旋转填充床与传质强化,"""high gravity technology"" carbonation",2,OpenAlex
F,旋转填充床与传质强化,"""high gravity technology"" carbonation",Colloidal stabilization of hydrophobic InSe 2D nanosheets in a model environmental aqueous solution and their impact on <i>Shewanella oneidensis</i> MR-1,2023,Shreyasi Sengupta; Swapnil B. Ambade; Tana L. O’Keefe; Falak Tawakalna; Jenny Orbeck; Robert J. Hamers; Z. Vivian Feng; Christy L. Haynes; Zeev Rosenzweig,Environmental Science Nano,10.1039/d3en00382e,http://dx.doi.org/10.1039/d3en00382e,"MR-1 cells by InSe nanosheets, suggesting a weak association of EGCG-coated nanosheets with the cells. It is likely that the adverse impact of EGCG-coated nanosheets on bacterial growth is the result of increasing local concentration of EGCG either when adsorbed on the nanosheets when the nanosheets interact with the cells, or when desorbed from the EGCG-coated nanosheets to interact with the bacterial cells.",2,OpenAlex,https://pmc.ncbi.nlm.nih.gov/articles/PMC11178355/pdf/nihms-1950247.pdf,https://openalex.org/W4388089986,1,OpenAlex,"""high gravity technology"" carbonation",F,旋转填充床与传质强化,"""high gravity technology"" carbonation",2,OpenAlex
F,旋转填充床与传质强化,"""high gravity technology"" carbonation",CO <sub>2</sub> Conversion by a Metal-Coordinated Single Amino Acid Carbonic Anhydrase Enzyme Mimic,2026,Adithya Ramesh; Xiaoyu Wang; Subrat Vishwakarma; Oren Ben-Zvi; Linda J. W. Shimon; Sigal Rencus-Lazar; Pandeeswar Makam; Hao Dong; Ehud Gazit; Om Shanker Tiwari; Brian A. Rosen,ACS Applied Materials & Interfaces,10.1021/acsami.5c26143,https://doi.org/10.1021/acsami.5c26143,"The rising atmospheric concentration of carbon dioxide (CO2) is assumed to be a key factor in global climate change, requiring robust and sustainable carbon conversion technologies. While carbonic anhydrase (CA) is a highly efficient enzyme for CO2 sequestration, its industrial application is limited by stability, cost, and scalability challenges. To address these limitations, we developed a CA-mimetic metal-amino acid (Phe-Zn(II)) bionanozyme featuring amyloid-like supramolecular cross-β-sheet architecture that provides high structural stability and recyclability. Gas chromatography (GC) analysis of a continuous flow bubble reactor charged with Phe-Zn(II) bionanozyme exhibits a CO2 conversion efficiency of approximately 18% in an aqueous medium (pH 7.0, 25 °C, ambient pressure), while maintaining remarkable structural integrity as confirmed by postcatalysis PXRD analysis. The amyloid-like supramolecular cross-β-sheet architecture, stabilized by π-π stacking and intermolecular hydrogen bonding, generates a confined catalytic microenvironment that enhances Zn(II) Lewis’s acidity and promotes efficient CO2 hydration, which is crucial compared to previous reports. Next, density functional theory (DFT) calculations reveal a three-step catalytic pathway involving hydroxide ion generation, nucleophilic attack, and carbonic acid formation, with a rate-determining barrier of 12.3 kcal/mol, making the reaction feasible at room temperature. We also investigated the impact of different amino acids coordinated with Zn, finding that Phe-Zn(II) shows higher catalytic activity. This is due to the stronger electron-withdrawing effect of the phenyl group, which enhances the Lewis acidity of Zn2+, activates the Zn2+–OH2 bond, and lowers the rate-determining barrier. Taken together, the combination of experimental catalysis, structural robustness, and mechanistic validation highlights Phe-Zn(II) as a promising, cost-effective, and minimalistic catalyst yet efficient carbonic anhydrase mimic for CO2 conversion, paving the way for scalable and sustainable carbon sequestration strategies critical for mitigating climate change.",0,OpenAlex,unclear,https://openalex.org/W7140863783,1,OpenAlex,"""high gravity technology"" carbonation",F,旋转填充床与传质强化,"""high gravity technology"" carbonation",0,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" reactive crystallization",The controllable and efficient synthesis of two-dimensional metal–organic framework nanosheets for heterogeneous catalysis,2023,Ling‐Xia Yun; Cong Zhang; Xinran Shi; Yanjun Dong; Hang-Tian Zhang; Zhigang Shen; Jie‐Xin Wang,Nanoscale,10.1039/d3nr05348b,https://doi.org/10.1039/d3nr05348b,"Two-dimensional (2D) MOFs exhibit unique periodicity in surface structures and thus have attracted much interest in the fields of catalysis, energy, and sensors. However, the expanded production scale of 2D MOFs had remained a great challenge in most previous studies. Herein, a controllable and efficient crystallization method for synthesizing 2D MOF nanosheets using high-gravity reactive precipitation is proposed, significantly improving heterogeneous catalysis efficiency. The two-dimensional ZIF-L nanosheets prepared in a rotating packed bed (RPB) reactor show a smaller lateral and lamellar thickness and a higher BET surface area compared to ZIF-L nanosheets prepared in a conventional stirred tank reactor (STR), with a greatly shortened reaction time. Applying the ZIF-L-RPB nanosheets as a catalyst, the catalytic Knoevenagel condensation as a probe reaction displays a high conversion rate of benzaldehyde (99.3%) within 2 h at room temperature, greatly exceeding that displayed by ZIF-L-STR and other reported catalysts. Furthermore, ZIL-L-RPB nanosheets of only 0.2 wt% enhanced the catalytic activity for the glycolysis of poly(ethylene terephthalate) (PET) with a PET conversion and a monomer yield of 90% in a short period of 15 min at 195 °C and almost completely depolymerized PET with a monomer yield of 94% in 30 min, which was far above that achieved by ZIL-L-STR. These results indicate the promising prospects of a high-gravity reactive precipitation strategy with precise size control in an economical way to prepare high-activity 2D MOF nanosheets for a wide range of heterogeneous catalysis.",8,OpenAlex,unclear,https://openalex.org/W4389380876,2,OpenAlex|Semantic Scholar,"""rotating packed bed"" reactive crystallization",F,旋转填充床与传质强化,"""rotating packed bed"" reactive crystallization",8,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" reactive crystallization",Interfacial nanoarchitectonics for accelerated growth of zeolite via enlarging gel-liquid interfacial area using rotating packed bed,2022,Tingting Qi; Jie Shi; Yingjiao Li; Guang‐Wen Chu; Liangliang Zhang; Bao‐Chang Sun,Microporous and Mesoporous Materials,10.1016/j.micromeso.2022.112112,https://doi.org/10.1016/j.micromeso.2022.112112,unclear,5,OpenAlex,unclear,https://openalex.org/W4286257919,1,OpenAlex,"""rotating packed bed"" reactive crystallization",F,旋转填充床与传质强化,"""rotating packed bed"" reactive crystallization",5,OpenAlex
F,旋转填充床与传质强化,"""rotating packed bed"" reactive crystallization",Process intensification for post-combustion CO2 capture with chemical absorption: A critical review,2015,Meihong Wang; Atuman Samaila Joel; Colin Ramshaw; Dag A. Eimer; Nuhu M. Musa,Applied Energy,10.1016/j.apenergy.2015.08.083,https://doi.org/10.1016/j.apenergy.2015.08.083,unclear,420,OpenAlex,https://hull-repository.worktribe.com/output/384790,https://openalex.org/W1252729550,1,OpenAlex,"""rotating packed bed"" reactive crystallization",F,旋转填充床与传质强化,"""rotating packed bed"" reactive crystallization",420,OpenAlex
